Mode,Indicator,Date,Week Num,Lowest,Current,Last Year
Aviation,U.S. Domestic Commercial Flights (Departures),08/01/2021,32.21,6679,23553,26791
Aviation,U.S. Domestic Commercial Flights (Departures),08/02/2021,32.21,6679,23840,28337
Aviation,U.S. Domestic Commercial Flights (Departures),08/03/2021,32.21,6679,23705,28660
Aviation,U.S. Domestic Commercial Flights (Departures),08/04/2021,32.21,6679,24411,27821
Aviation,U.S. Domestic Commercial Flights (Departures),08/05/2021,32.21,6679,25241,29244
Aviation,U.S. Domestic Commercial Flights (Departures),08/06/2021,32.21,6679,24759,29076
Aviation,U.S. Domestic Commercial Flights (Departures),08/07/2021,32.21,6679,21795,23453
Aviation,People Screened at All Airports,08/08/2021,33.21,88341,2122272,2573685
Aviation,People Screened at All Airports,08/09/2021,33.21,88341,1970430,2487862
Aviation,People Screened at All Airports,08/10/2021,33.21,88341,1677108,2232192
Aviation,People Screened at All Airports,08/11/2021,33.21,88341,1718684,2311471
Aviation,People Screened at All Airports,08/12/2021,33.21,88341,1989360,2523831
Aviation,People Screened at All Airports,08/13/2021,33.21,88341,2001110,2549874
Aviation,People Screened at All Airports,08/14/2021,33.21,88341,1720149,2103477
Aviation,U.S. Domestic Commercial Flights (Departures),08/08/2021,33.21,6679,24034,26717
Aviation,U.S. Domestic Commercial Flights (Departures),08/09/2021,33.21,6679,24059,27871
Aviation,U.S. Domestic Commercial Flights (Departures),08/10/2021,33.21,6679,24062,28491
Aviation,U.S. Domestic Commercial Flights (Departures),08/11/2021,33.21,6679,24336,28796
Aviation,U.S. Domestic Commercial Flights (Departures),08/12/2021,33.21,6679,26055,29182
Aviation,U.S. Domestic Commercial Flights (Departures),08/13/2021,33.21,6679,24413,28812
Aviation,U.S. Domestic Commercial Flights (Departures),08/14/2021,33.21,6679,19095,22968
Aviation,U.S. Domestic Commercial Flights (Departures),08/15/2021,34.21,6679,23565,25609
Aviation,U.S. Domestic Commercial Flights (Departures),08/16/2021,34.21,6679,24555,27553
Aviation,U.S. Domestic Commercial Flights (Departures),08/17/2021,34.21,6679,23088,27193
Aviation,U.S. Domestic Commercial Flights (Departures),08/18/2021,34.21,6679,24011,27969
Aviation,U.S. Domestic Commercial Flights (Departures),08/19/2021,34.21,6679,25548,29124
Aviation,U.S. Domestic Commercial Flights (Departures),08/20/2021,34.21,6679,24872,28606
Aviation,U.S. Domestic Commercial Flights (Departures),08/21/2021,34.21,6679,21414,22313
Aviation,People Screened at All Airports,08/15/2021,34.21,88341,2061496,2505842
Aviation,People Screened at All Airports,08/16/2021,34.21,88341,1921852,2495471
Aviation,People Screened at All Airports,08/17/2021,34.21,88341,1555773,2172117
Aviation,People Screened at All Airports,08/18/2021,34.21,88341,1638970,2230423
Aviation,People Screened at All Airports,08/19/2021,34.21,88341,1888936,2455433
Aviation,People Screened at All Airports,08/20/2021,34.21,88341,1915610,2481428
Aviation,People Screened at All Airports,08/21/2021,34.21,88341,1624879,1971988
Aviation,U.S. Domestic Commercial Flights (Departures),08/22/2021,35.21,6679,22613,26163
Aviation,U.S. Domestic Commercial Flights (Departures),08/23/2021,35.21,6679,23989,27572
Aviation,U.S. Domestic Commercial Flights (Departures),08/24/2021,35.21,6679,23432,27558
Aviation,U.S. Domestic Commercial Flights (Departures),08/25/2021,35.21,6679,24102,28185
Aviation,U.S. Domestic Commercial Flights (Departures),08/26/2021,35.21,6679,25490,29224
Aviation,U.S. Domestic Commercial Flights (Departures),08/27/2021,35.21,6679,25044,28665
Aviation,U.S. Domestic Commercial Flights (Departures),08/28/2021,35.21,6679,21215,20525
Aviation,U.S. International Commercial Flights (Departures),08/22/2021,35.21,326,2636,4484
Aviation,U.S. International Commercial Flights (Departures),08/23/2021,35.21,326,2569,4413
Aviation,U.S. International Commercial Flights (Departures),08/24/2021,35.21,326,2487,4276
Aviation,U.S. International Commercial Flights (Departures),08/25/2021,35.21,326,2544,4311
Aviation,U.S. International Commercial Flights (Departures),08/26/2021,35.21,326,2535,4457
Aviation,U.S. International Commercial Flights (Departures),08/27/2021,35.21,326,2560,4476
Aviation,U.S. International Commercial Flights (Departures),08/28/2021,35.21,326,2791,4476
Aviation,U.S. Domestic Commercial Flights (Departures),08/29/2021,36.21,6679,22986,20318
Aviation,U.S. Domestic Commercial Flights (Departures),08/30/2021,36.21,6679,22900,24641
Aviation,U.S. Domestic Commercial Flights (Departures),08/31/2021,36.21,6679,22728,24625
Aviation,U.S. Domestic Commercial Flights (Departures),09/01/2021,36.21,6679,23049,26181
Aviation,U.S. Domestic Commercial Flights (Departures),09/02/2021,36.21,6679,25530,27229
Aviation,U.S. Domestic Commercial Flights (Departures),09/03/2021,36.21,6679,25638,26960
Aviation,U.S. International Commercial Flights (Departures),08/01/2021,32.21,326,2782,4833
Aviation,U.S. International Commercial Flights (Departures),08/02/2021,32.21,326,2596,4670
Aviation,U.S. International Commercial Flights (Departures),08/03/2021,32.21,326,2575,4549
Aviation,U.S. International Commercial Flights (Departures),08/04/2021,32.21,326,2679,4468
Aviation,U.S. International Commercial Flights (Departures),08/05/2021,32.21,326,2672,4630
Aviation,U.S. International Commercial Flights (Departures),08/06/2021,32.21,326,2737,4737
Aviation,U.S. International Commercial Flights (Departures),08/07/2021,32.21,326,3022,5050
Aviation,People Screened at All Airports,07/25/2021,31.21,88341,2185954,2625998
Aviation,People Screened at All Airports,07/26/2021,31.21,88341,2072483,2536659
Aviation,People Screened at All Airports,07/27/2021,31.21,88341,1812105,2363361
Aviation,People Screened at All Airports,07/28/2021,31.21,88341,1882079,2464148
Aviation,People Screened at All Airports,07/29/2021,31.21,88341,2062170,2661937
Aviation,People Screened at All Airports,07/30/2021,31.21,88341,2144939,2652716
Aviation,People Screened at All Airports,07/31/2021,31.21,88341,1921958,2297049
Aviation,People Screened at All Airports,08/01/2021,32.21,88341,2185718,2613521
Aviation,People Screened at All Airports,08/02/2021,32.21,88341,2040926,2536363
Aviation,People Screened at All Airports,08/03/2021,32.21,88341,1752335,2311831
Aviation,People Screened at All Airports,08/04/2021,32.21,88341,1807589,2354249
Aviation,People Screened at All Airports,08/05/2021,32.21,88341,2017469,2626661
Aviation,People Screened at All Airports,08/06/2021,32.21,88341,2044868,2645629
Aviation,People Screened at All Airports,08/07/2021,32.21,88341,1839921,2220424
Aviation,U.S. Domestic Commercial Flights (Departures),08/08/2021,33.21,6679,24034,26717
Aviation,U.S. Domestic Commercial Flights (Departures),08/09/2021,33.21,6679,24059,27871
Aviation,U.S. Domestic Commercial Flights (Departures),08/10/2021,33.21,6679,24062,28491
Aviation,U.S. Domestic Commercial Flights (Departures),08/11/2021,33.21,6679,24336,28796
Aviation,U.S. Domestic Commercial Flights (Departures),08/12/2021,33.21,6679,26055,29182
Aviation,U.S. Domestic Commercial Flights (Departures),08/13/2021,33.21,6679,24413,28812
Aviation,U.S. Domestic Commercial Flights (Departures),08/14/2021,33.21,6679,19095,22968
Aviation,U.S. International Commercial Flights (Departures),08/15/2021,34.21,326,2770,4654
Aviation,U.S. International Commercial Flights (Departures),08/16/2021,34.21,326,2658,4563
Aviation,U.S. International Commercial Flights (Departures),08/17/2021,34.21,326,2437,4278
Aviation,U.S. International Commercial Flights (Departures),08/18/2021,34.21,326,2522,4315
Aviation,U.S. International Commercial Flights (Departures),08/19/2021,34.21,326,2513,4405
Aviation,U.S. International Commercial Flights (Departures),08/20/2021,34.21,326,2601,4493
Aviation,U.S. International Commercial Flights (Departures),08/21/2021,34.21,326,2844,4603
Aviation,People Screened at All Airports,08/22/2021,35.21,88341,1907304,2420663
Aviation,People Screened at All Airports,08/23/2021,35.21,88341,1768516,2283286
Aviation,People Screened at All Airports,08/24/2021,35.21,88341,1417351,1943736
Aviation,People Screened at All Airports,08/25/2021,35.21,88341,1488452,2117377
Aviation,People Screened at All Airports,08/26/2021,35.21,88341,1766985,2487919
Aviation,People Screened at All Airports,08/27/2021,35.21,88341,1778959,2584722
Aviation,People Screened at All Airports,08/28/2021,35.21,88341,1455915,1891313
Aviation,U.S. Domestic Commercial Flights (Departures),09/04/2021,36.21,6679,20823,20955
Aviation,U.S. Domestic Commercial Flights (Departures),09/05/2021,37.21,6679,20785,25726
Aviation,U.S. Domestic Commercial Flights (Departures),09/06/2021,37.21,6679,22644,27095
Aviation,U.S. Domestic Commercial Flights (Departures),09/07/2021,37.21,6679,22016,27378
Aviation,U.S. Domestic Commercial Flights (Departures),09/08/2021,37.21,6679,23072,27526
Aviation,U.S. Domestic Commercial Flights (Departures),09/09/2021,37.21,6679,25168,28588
Aviation,U.S. Domestic Commercial Flights (Departures),09/10/2021,37.21,6679,24680,28257
Aviation,U.S. Domestic Commercial Flights (Departures),09/11/2021,37.21,6679,20173,21216
Aviation,People Screened at All Airports,11/07/2021,46.21,88341,2095119,2356349
Aviation,People Screened at All Airports,11/08/2021,46.21,88341,1896840,2393223
Aviation,People Screened at All Airports,11/09/2021,46.21,88341,1403196,2077522
Aviation,People Screened at All Airports,11/10/2021,46.21,88341,1645579,1999829
Aviation,People Screened at All Airports,11/11/2021,46.21,88341,2001005,2293673
Aviation,U.S. International Commercial Flights (Departures),08/29/2021,36.21,326,2555,4181
Aviation,U.S. International Commercial Flights (Departures),08/30/2021,36.21,326,2449,3947
Aviation,U.S. International Commercial Flights (Departures),08/31/2021,36.21,326,2410,3809
Aviation,U.S. International Commercial Flights (Departures),09/01/2021,36.21,326,2395,4024
Aviation,U.S. International Commercial Flights (Departures),09/02/2021,36.21,326,2570,4140
Aviation,U.S. International Commercial Flights (Departures),09/03/2021,36.21,326,2710,4167
Aviation,U.S. International Commercial Flights (Departures),09/04/2021,36.21,326,2906,4229
Aviation,U.S. International Commercial Flights (Departures),09/05/2021,37.21,326,2670,4190
Aviation,U.S. International Commercial Flights (Departures),09/06/2021,37.21,326,2549,4033
Aviation,U.S. International Commercial Flights (Departures),09/07/2021,37.21,326,2451,3909
Aviation,U.S. International Commercial Flights (Departures),09/08/2021,37.21,326,2415,4004
Aviation,U.S. International Commercial Flights (Departures),09/09/2021,37.21,326,2494,4185
Aviation,U.S. International Commercial Flights (Departures),09/10/2021,37.21,326,2526,4190
Aviation,U.S. International Commercial Flights (Departures),09/11/2021,37.21,326,2791,4247
Aviation,People Screened at All Airports,11/12/2021,46.21,88341,1924107,2362022
Aviation,People Screened at All Airports,11/13/2021,46.21,88341,1536440,1745248
Aviation,People Screened at All Airports,01/23/2022,5.22,88341,1589061,2018377
Aviation,People Screened at All Airports,01/24/2022,5.22,88341,1338097,1868239
Aviation,People Screened at All Airports,01/25/2022,5.22,88341,1007641,1539295
Aviation,People Screened at All Airports,01/26/2022,5.22,88341,1143516,1598703
Aviation,People Screened at All Airports,01/27/2022,5.22,88341,1499759,1938669
Aviation,People Screened at All Airports,01/28/2022,5.22,88341,1572391,2079279
Aviation,People Screened at All Airports,01/29/2022,5.22,88341,1020506,1597570
Aviation,People Screened at All Airports,01/30/2022,6.22,88341,1655504,1798671
Aviation,People Screened at All Airports,01/31/2022,6.22,88341,1477052,2010475
Aviation,People Screened at All Airports,02/01/2022,6.22,88341,1147301,1660169
Aviation,People Screened at All Airports,02/02/2022,6.22,88341,1139461,1763252
Aviation,People Screened at All Airports,02/03/2022,6.22,88341,1286341,2070541
Aviation,People Screened at All Airports,02/04/2022,6.22,88341,1522036,2142789
Aviation,People Screened at All Airports,02/05/2022,6.22,88341,1343401,1654630
Aviation,People Screened at All Airports,08/29/2021,36.21,88341,1844344,1826403
Aviation,People Screened at All Airports,08/30/2021,36.21,88341,1580756,2210973
Aviation,People Screened at All Airports,08/31/2021,36.21,88341,1293948,1969687
Aviation,People Screened at All Airports,09/01/2021,36.21,88341,1416736,1820569
Aviation,People Screened at All Airports,09/02/2021,36.21,88341,1851820,2039812
Aviation,People Screened at All Airports,09/03/2021,36.21,88341,2073892,2124828
Aviation,People Screened at All Airports,09/04/2021,36.21,88341,1503985,1694183
Aviation,U.S. Domestic Commercial Flights (Departures),11/07/2021,46.21,6679,23915,25831
Aviation,U.S. Domestic Commercial Flights (Departures),11/08/2021,46.21,6679,24494,25798
Aviation,U.S. Domestic Commercial Flights (Departures),11/09/2021,46.21,6679,23319,27301
Aviation,U.S. Domestic Commercial Flights (Departures),11/10/2021,46.21,6679,24206,27922
Aviation,U.S. Domestic Commercial Flights (Departures),11/11/2021,46.21,6679,25908,28855
Aviation,U.S. Domestic Commercial Flights (Departures),11/12/2021,46.21,6679,25192,28548
Aviation,U.S. Domestic Commercial Flights (Departures),11/13/2021,46.21,6679,20038,21419
Aviation,U.S. Domestic Commercial Flights (Departures),11/14/2021,47.21,6679,23856,25892
Aviation,U.S. Domestic Commercial Flights (Departures),11/15/2021,47.21,6679,24645,27408
Aviation,U.S. Domestic Commercial Flights (Departures),11/16/2021,47.21,6679,23297,27594
Aviation,U.S. Domestic Commercial Flights (Departures),11/17/2021,47.21,6679,24457,28022
Aviation,U.S. Domestic Commercial Flights (Departures),11/18/2021,47.21,6679,26349,28778
Aviation,U.S. Domestic Commercial Flights (Departures),11/19/2021,47.21,6679,26233,28773
Aviation,U.S. Domestic Commercial Flights (Departures),11/20/2021,47.21,6679,21840,23235
Aviation,U.S. Domestic Commercial Flights (Departures),11/21/2021,48.21,6679,23802,25256
Aviation,U.S. Domestic Commercial Flights (Departures),11/22/2021,48.21,6679,24341,26069
Aviation,U.S. Domestic Commercial Flights (Departures),11/23/2021,48.21,6679,26605,28039
Aviation,U.S. Domestic Commercial Flights (Departures),11/24/2021,48.21,6679,26982,29071
Aviation,U.S. Domestic Commercial Flights (Departures),11/25/2021,48.21,6679,14662,15732
Aviation,U.S. Domestic Commercial Flights (Departures),11/26/2021,48.21,6679,20628,20388
Aviation,U.S. Domestic Commercial Flights (Departures),11/27/2021,48.21,6679,24245,26570
Aviation,U.S. Domestic Commercial Flights (Departures),11/28/2021,49.21,6679,25921,28053
Aviation,U.S. Domestic Commercial Flights (Departures),11/29/2021,49.21,6679,25952,27459
Aviation,U.S. Domestic Commercial Flights (Departures),11/30/2021,49.21,6679,25263,27761
Aviation,U.S. Domestic Commercial Flights (Departures),12/01/2021,49.21,6679,24676,27862
Aviation,U.S. Domestic Commercial Flights (Departures),12/02/2021,49.21,6679,26355,29122
Aviation,U.S. Domestic Commercial Flights (Departures),12/03/2021,49.21,6679,25635,28211
Aviation,U.S. Domestic Commercial Flights (Departures),12/04/2021,49.21,6679,20131,20720
Aviation,U.S. Domestic Commercial Flights (Departures),12/05/2021,50.21,6679,23395,25369
Aviation,U.S. Domestic Commercial Flights (Departures),12/06/2021,50.21,6679,23888,26785
Aviation,U.S. Domestic Commercial Flights (Departures),12/07/2021,50.21,6679,23389,27303
Aviation,U.S. Domestic Commercial Flights (Departures),12/08/2021,50.21,6679,24165,27880
Aviation,U.S. Domestic Commercial Flights (Departures),12/09/2021,50.21,6679,25571,29134
Aviation,U.S. Domestic Commercial Flights (Departures),12/10/2021,50.21,6679,24616,28411
Aviation,U.S. Domestic Commercial Flights (Departures),12/11/2021,50.21,6679,19578,20925
Aviation,U.S. Domestic Commercial Flights (Departures),01/23/2022,5.22,6679,22047,23153
Aviation,U.S. Domestic Commercial Flights (Departures),01/24/2022,5.22,6679,22357,23782
Aviation,U.S. Domestic Commercial Flights (Departures),01/25/2022,5.22,6679,21816,24144
Aviation,U.S. Domestic Commercial Flights (Departures),01/26/2022,5.22,6679,22650,23283
Aviation,U.S. Domestic Commercial Flights (Departures),01/27/2022,5.22,6679,24769,25006
Aviation,U.S. Domestic Commercial Flights (Departures),01/28/2022,5.22,6679,23260,26168
Aviation,U.S. Domestic Commercial Flights (Departures),01/29/2022,5.22,6679,15399,19089
Aviation,U.S. Domestic Commercial Flights (Departures),01/30/2022,6.22,6679,21190,20933
Aviation,U.S. Domestic Commercial Flights (Departures),01/31/2022,6.22,6679,22538,25576
Aviation,U.S. Domestic Commercial Flights (Departures),02/01/2022,6.22,6679,22018,24743
Aviation,U.S. Domestic Commercial Flights (Departures),02/02/2022,6.22,6679,20580,25547
Aviation,U.S. Domestic Commercial Flights (Departures),02/03/2022,6.22,6679,18621,26376
Aviation,U.S. Domestic Commercial Flights (Departures),02/04/2022,6.22,6679,19948,26198
Aviation,People Screened at All Airports,09/05/2021,37.21,88341,1578918,2300372
Aviation,People Screened at All Airports,09/06/2021,37.21,88341,1976037,2220126
Aviation,People Screened at All Airports,09/07/2021,37.21,88341,1610119,1874968
Aviation,People Screened at All Airports,09/08/2021,37.21,88341,1393871,1935885
Aviation,People Screened at All Airports,09/09/2021,37.21,88341,1628066,2375703
Aviation,People Screened at All Airports,09/10/2021,37.21,88341,1734828,2409356
Aviation,People Screened at All Airports,09/11/2021,37.21,88341,1314689,1816657
Aviation,People Screened at All Airports,09/12/2021,38.21,88341,1910704,2415144
Aviation,People Screened at All Airports,09/13/2021,38.21,88341,1613015,2326934
Aviation,People Screened at All Airports,09/14/2021,38.21,88341,1220951,1944290
Aviation,People Screened at All Airports,09/15/2021,38.21,88341,1401129,2077349
Aviation,People Screened at All Airports,09/16/2021,38.21,88341,1797378,2383340
Aviation,People Screened at All Airports,09/17/2021,38.21,88341,1885715,2497823
Aviation,People Screened at All Airports,09/18/2021,38.21,88341,1417704,1875543
Aviation,People Screened at All Airports,09/19/2021,39.21,88341,2023160,2454967
Aviation,People Screened at All Airports,09/20/2021,39.21,88341,1763559,2359699
Aviation,People Screened at All Airports,09/21/2021,39.21,88341,1284930,1965774
Aviation,People Screened at All Airports,09/22/2021,39.21,88341,1410624,2119289
Aviation,People Screened at All Airports,09/23/2021,39.21,88341,1849647,2439395
Aviation,People Screened at All Airports,09/24/2021,39.21,88341,1942003,2474047
Aviation,People Screened at All Airports,09/25/2021,39.21,88341,1471426,1901407
Aviation,People Screened at All Airports,09/26/2021,40.21,88341,2045248,2382850
Aviation,People Screened at All Airports,09/27/2021,40.21,88341,1791623,2296599
Aviation,People Screened at All Airports,09/28/2021,40.21,88341,1281652,1930324
Aviation,People Screened at All Airports,09/29/2021,40.21,88341,1396940,2013417
Aviation,People Screened at All Airports,09/30/2021,40.21,88341,1876093,2375883
Aviation,People Screened at All Airports,10/01/2021,40.21,88341,1926795,2454296
Aviation,People Screened at All Airports,10/02/2021,40.21,88341,1480112,1859185
Aviation,People Screened at All Airports,10/03/2021,41.21,88341,2042623,2472339
Aviation,People Screened at All Airports,10/04/2021,41.21,88341,1786069,2326960
Aviation,People Screened at All Airports,10/05/2021,41.21,88341,1339524,1966744
Aviation,People Screened at All Airports,10/06/2021,41.21,88341,1520355,2145211
Aviation,People Screened at All Airports,10/07/2021,41.21,88341,2006964,2531543
Aviation,People Screened at All Airports,10/08/2021,41.21,88341,2115244,2613619
Aviation,People Screened at All Airports,10/09/2021,41.21,88341,1658902,2011750
Aviation,People Screened at All Airports,10/10/2021,42.21,88341,2025977,2472339
Aviation,People Screened at All Airports,10/11/2021,42.21,88341,2027692,2326960
Aviation,People Screened at All Airports,10/12/2021,42.21,88341,1643759,1966744
Aviation,People Screened at All Airports,10/13/2021,42.21,88341,1601129,2145211
Aviation,People Screened at All Airports,10/14/2021,42.21,88341,1991123,2531543
Aviation,People Screened at All Airports,10/15/2021,42.21,88341,2036348,2613619
Aviation,People Screened at All Airports,10/16/2021,42.21,88341,1623369,2011750
Aviation,U.S. International Commercial Flights (Departures),11/07/2021,46.21,326,2981,4063
Aviation,U.S. International Commercial Flights (Departures),11/08/2021,46.21,326,2818,3810
Aviation,U.S. International Commercial Flights (Departures),11/09/2021,46.21,326,2577,3716
Aviation,U.S. International Commercial Flights (Departures),11/10/2021,46.21,326,2720,3898
Aviation,U.S. International Commercial Flights (Departures),11/11/2021,46.21,326,2831,4021
Aviation,U.S. International Commercial Flights (Departures),11/12/2021,46.21,326,2832,4091
Aviation,U.S. International Commercial Flights (Departures),11/13/2021,46.21,326,3050,4252
Aviation,U.S. International Commercial Flights (Departures),11/14/2021,47.21,326,3000,4061
Aviation,U.S. International Commercial Flights (Departures),11/15/2021,47.21,326,2883,3978
Aviation,U.S. International Commercial Flights (Departures),11/16/2021,47.21,326,2585,3748
Aviation,U.S. International Commercial Flights (Departures),11/17/2021,47.21,326,2772,3920
Aviation,U.S. International Commercial Flights (Departures),11/18/2021,47.21,326,2948,4107
Aviation,U.S. International Commercial Flights (Departures),11/19/2021,47.21,326,3070,4159
Aviation,U.S. International Commercial Flights (Departures),11/20/2021,47.21,326,3330,4354
Aviation,U.S. Domestic Commercial Flights (Departures),09/12/2021,38.21,6679,23763,25854
Aviation,U.S. Domestic Commercial Flights (Departures),09/13/2021,38.21,6679,23590,27205
Aviation,U.S. Domestic Commercial Flights (Departures),09/14/2021,38.21,6679,22441,27294
Aviation,U.S. Domestic Commercial Flights (Departures),09/15/2021,38.21,6679,23420,27660
Aviation,U.S. Domestic Commercial Flights (Departures),09/16/2021,38.21,6679,25987,27748
Aviation,U.S. Domestic Commercial Flights (Departures),09/17/2021,38.21,6679,25539,28234
Aviation,U.S. Domestic Commercial Flights (Departures),09/18/2021,38.21,6679,20411,21459
Aviation,U.S. Domestic Commercial Flights (Departures),09/19/2021,39.21,6679,24052,26083
Aviation,U.S. Domestic Commercial Flights (Departures),09/20/2021,39.21,6679,23916,27156
Aviation,U.S. Domestic Commercial Flights (Departures),09/21/2021,39.21,6679,22779,27131
Aviation,U.S. Domestic Commercial Flights (Departures),09/22/2021,39.21,6679,23314,27650
Aviation,U.S. Domestic Commercial Flights (Departures),09/23/2021,39.21,6679,25583,28953
Aviation,U.S. Domestic Commercial Flights (Departures),09/24/2021,39.21,6679,25760,27414
Aviation,U.S. Domestic Commercial Flights (Departures),09/25/2021,39.21,6679,20553,21390
Aviation,U.S. Domestic Commercial Flights (Departures),09/26/2021,40.21,6679,24220,25763
Aviation,People Screened at All Airports,09/26/2020,39,88341,660084,1901407
Aviation,People Screened at All Airports,09/27/2020,40,88341,874375,2382850
Aviation,People Screened at All Airports,09/28/2020,40,88341,799386,2296599
Aviation,People Screened at All Airports,09/29/2020,40,88341,570743,1930324
Aviation,People Screened at All Airports,09/30/2020,40,88341,636141,2013417
Aviation,People Screened at All Airports,10/01/2020,40,88341,857236,2375883
Aviation,People Screened at All Airports,10/02/2020,40,88341,859846,2454296
Aviation,People Screened at All Airports,10/03/2020,40,88341,678423,1859185
Aviation,People Screened at All Airports,10/04/2020,41,88341,902157,2472339
Aviation,People Screened at All Airports,10/05/2020,41,88341,819609,2326960
Aviation,People Screened at All Airports,10/06/2020,41,88341,592018,1966744
Aviation,People Screened at All Airports,10/07/2020,41,88341,670336,2145211
Aviation,People Screened at All Airports,10/08/2020,41,88341,939620,2531543
Aviation,People Screened at All Airports,10/09/2020,41,88341,971209,2613619
Aviation,People Screened at All Airports,10/10/2020,41,88341,771247,2011750
Aviation,U.S. International Commercial Flights (Departures),07/25/2021,31.21,326,2730,4844
Aviation,U.S. International Commercial Flights (Departures),07/26/2021,31.21,326,2625,4658
Aviation,U.S. International Commercial Flights (Departures),07/27/2021,31.21,326,2569,4594
Aviation,U.S. International Commercial Flights (Departures),07/28/2021,31.21,326,2617,4570
Aviation,U.S. International Commercial Flights (Departures),07/29/2021,31.21,326,2626,4728
Aviation,U.S. International Commercial Flights (Departures),07/30/2021,31.21,326,2659,4736
Aviation,U.S. International Commercial Flights (Departures),07/31/2021,31.21,326,2875,5134
Aviation,People Screened at All Airports,10/11/2020,42,88341,986133,2485038
Aviation,People Screened at All Airports,10/12/2020,42,88341,959850,2543393
Aviation,People Screened at All Airports,10/13/2020,42,88341,682299,2243828
Aviation,People Screened at All Airports,10/14/2020,42,88341,719725,2246667
Aviation,People Screened at All Airports,10/15/2020,42,88341,953579,2507576
Aviation,People Screened at All Airports,10/16/2020,42,88341,974616,2564132
Aviation,People Screened at All Airports,10/17/2020,42,88341,789746,1986541
Aviation,People Screened at All Airports,10/18/2020,43,88341,1032944,2535965
Aviation,People Screened at All Airports,10/19/2020,43,88341,922620,2440262
Aviation,People Screened at All Airports,10/20/2020,43,88341,664255,2057374
Aviation,People Screened at All Airports,10/21/2020,43,88341,696819,2175468
Aviation,People Screened at All Airports,10/22/2020,43,88341,938346,2468996
Aviation,People Screened at All Airports,10/23/2020,43,88341,959689,2519962
Aviation,People Screened at All Airports,10/24/2020,43,88341,758136,1869447
Aviation,People Screened at All Airports,10/25/2020,44,88341,983526,2408821
Aviation,People Screened at All Airports,10/26/2020,44,88341,900344,2276222
Aviation,People Screened at All Airports,10/27/2020,44,88341,649688,1843143
Aviation,People Screened at All Airports,10/28/2020,44,88341,669999,1998846
Aviation,U.S. Domestic Commercial Flights (Departures),09/27/2021,40.21,6679,24069,27191
Aviation,U.S. Domestic Commercial Flights (Departures),09/28/2021,40.21,6679,22610,27258
Aviation,U.S. Domestic Commercial Flights (Departures),09/29/2021,40.21,6679,23446,27780
Aviation,U.S. Domestic Commercial Flights (Departures),09/30/2021,40.21,6679,25990,28965
Aviation,U.S. Domestic Commercial Flights (Departures),10/01/2021,40.21,6679,25524,28528
Aviation,U.S. Domestic Commercial Flights (Departures),10/02/2021,40.21,6679,20562,21720
Aviation,U.S. Domestic Commercial Flights (Departures),10/03/2021,41.21,6679,24118,26136
Aviation,U.S. Domestic Commercial Flights (Departures),10/04/2021,41.21,6679,24029,27299
Aviation,U.S. Domestic Commercial Flights (Departures),10/05/2021,41.21,6679,22945,27502
Aviation,U.S. Domestic Commercial Flights (Departures),10/06/2021,41.21,6679,23805,27871
Aviation,U.S. Domestic Commercial Flights (Departures),10/07/2021,41.21,6679,26292,28875
Aviation,U.S. Domestic Commercial Flights (Departures),10/08/2021,41.21,6679,25684,28500
Aviation,U.S. Domestic Commercial Flights (Departures),10/09/2021,41.21,6679,20643,22015
Aviation,U.S. Domestic Commercial Flights (Departures),10/10/2021,42.21,6679,22829,26248
Aviation,U.S. Domestic Commercial Flights (Departures),10/11/2021,42.21,6679,23999,27761
Aviation,U.S. Domestic Commercial Flights (Departures),10/12/2021,42.21,6679,23739,27791
Aviation,U.S. Domestic Commercial Flights (Departures),10/13/2021,42.21,6679,23982,28140
Aviation,U.S. Domestic Commercial Flights (Departures),10/14/2021,42.21,6679,26292,28775
Aviation,U.S. Domestic Commercial Flights (Departures),10/15/2021,42.21,6679,25823,28735
Aviation,U.S. Domestic Commercial Flights (Departures),10/16/2021,42.21,6679,21217,21917
Aviation,U.S. Domestic Commercial Flights (Departures),10/17/2021,43.21,6679,24039,26236
Aviation,U.S. Domestic Commercial Flights (Departures),10/18/2021,43.21,6679,24508,27401
Aviation,U.S. Domestic Commercial Flights (Departures),10/19/2021,43.21,6679,23628,27785
Aviation,U.S. Domestic Commercial Flights (Departures),10/20/2021,43.21,6679,24365,28058
Aviation,U.S. Domestic Commercial Flights (Departures),10/21/2021,43.21,6679,25076,28823
Aviation,U.S. Domestic Commercial Flights (Departures),10/22/2021,43.21,6679,23694,28438
Aviation,U.S. Domestic Commercial Flights (Departures),10/23/2021,43.21,6679,20875,21404
Aviation,U.S. International Commercial Flights (Departures),11/21/2021,48.21,326,3110,4100
Aviation,U.S. International Commercial Flights (Departures),11/22/2021,48.21,326,2822,3886
Aviation,U.S. International Commercial Flights (Departures),11/23/2021,48.21,326,2809,3780
Aviation,U.S. International Commercial Flights (Departures),11/24/2021,48.21,326,2954,3912
Aviation,U.S. International Commercial Flights (Departures),11/25/2021,48.21,326,2636,3446
Aviation,U.S. International Commercial Flights (Departures),11/26/2021,48.21,326,2919,3581
Aviation,U.S. International Commercial Flights (Departures),11/27/2021,48.21,326,3359,4324
Aviation,U.S. International Commercial Flights (Departures),11/28/2021,49.21,326,3133,4056
Aviation,U.S. International Commercial Flights (Departures),11/29/2021,49.21,326,2972,3949
Aviation,U.S. International Commercial Flights (Departures),11/30/2021,49.21,326,2817,3861
